"","CB_cluster1","CB_cluster2","CB_cluster3","CB_cluster4","CB_cluster5","CB_cluster6","CB_cluster7","CB_cluster8","CB_cluster9","CB_cluster10","CB_cluster11","CB_first_round","FC_cluster1","FC_cluster2","FC_cluster3","FC_cluster4","FC_cluster5","FC_cluster6","FC_cluster7","FC_cluster8","FC_cluster9","FC_cluster10","FC_cluster11","FC_cluster12","FC_cluster13","FC_cluster14","FC_first_round","PC_cluster1","PC_cluster2","PC_cluster3","PC_cluster4","PC_cluster5","PC_cluster6","PC_cluster7","PC_cluster8","PC_cluster9","PC_cluster10","PC_cluster11","PC_cluster12","PC_cluster13","PC_cluster14","PC_first_round","EP_cluster1","EP_cluster2","EP_cluster3","EP_cluster4","EP_cluster5","EP_cluster6","EP_cluster7","EP_cluster8","EP_first_round","GPNB_cluster1","GPNB_cluster2","GPNB_cluster3","GPNB_cluster4","GPNB_cluster5","GPNB_cluster6","GPNB_cluster7","GPNB_cluster8","GPNB_cluster9","GPNB_cluster10","GPNB_cluster11","GPNB_first_round","HP_cluster1","HP_cluster2","HP_cluster3","HP_cluster4","HP_cluster5","HP_cluster6","HP_cluster7","HP_cluster8","HP_cluster9","HP_cluster10","HP_cluster11","HP_cluster12","HP_cluster13","HP_cluster14","HP_cluster15","HP_cluster16","HP_cluster17","HP_first_round","STR_cluster1","STR_cluster2","STR_cluster3","STR_cluster4","STR_cluster5","STR_cluster6","STR_cluster7","STR_cluster8","STR_cluster9","STR_cluster10","STR_cluster11","STR_cluster12","STR_cluster13","STR_cluster14","STR_cluster15","STR_first_round","SNVTA_cluster1","SNVTA_cluster2","SNVTA_cluster3","SNVTA_cluster4","SNVTA_cluster5","SNVTA_cluster6","SNVTA_cluster7","SNVTA_cluster8","SNVTA_cluster9","SNVTA_cluster10","SNVTA_cluster11","SNVTA_cluster12","SNVTA_cluster13","SNVTA_cluster14","SNVTA_first_round","TH_cluster1","TH_cluster2","TH_cluster3","TH_cluster4","TH_cluster5","TH_cluster6","TH_cluster7","TH_cluster8","TH_cluster9","TH_cluster10","TH_cluster11","TH_cluster12","TH_first_round"
"222","Arhgef7","Fam208b","Chchd10","Cep83","Srrm1","Ddx39b","Cbx1","Htatsf1","Cyb561","Dnajc2","Dgkb","Atox1","Cp","Crhbp","Cdc42bpa","Cnksr2","Chst2","Cacna2d2","Celf5","Cldn11","Cdk19","Caskin1","Ccr5","Ccdc55","Cst3","Cox6c","Akap12","Ccdc186","Camk2a","Catsperg1","Chd6","Cplx2","Ccdc88a","Dbi","Cbx5","Chd6","Cx3cr1","Frrs1l","Celf2","Dbi","Cox17","Apobec2","Cryab","Crim1","Frg1","Ddah1","Cryab","Smim13","Map2","Prr18","B4galt1","Dpysl2","Cadm3","Cd9","BC003331","Ccnd2","Pex5l","Casp8ap2","Cnn1","Flna","Brwd3","Eea1","Asb4","Car2","Cntnap5a","Cck","Cep250","C1ql3","C1ql2","Clu","Cpox","Col1a2","Hexb","Crygn","Ftsj3","Crip2","Mtdh","Chchd10","Dlgap1","Fmod","Ankrd44","Dnajc7","Cdca7","Ccr5","Cdk11b","Crcp","Ddx24","Cdc5l","Egr1","Lppr4","Atxn1","Bank1","Ccdc174","Calr","Cacng2","Ccdc88a","Actb","Tcaf1","Lppr4","Camk1d","Csad","Ccdc34","Ptpn2","Clu",NA,"Hmgb1","Atad2b","Pak7","Brd9","Cdc73","Gltscr2","Atox1","Dnmt3a","Chrm2","Camk2n1","Camk2n1","Chmp2a","Ifitm3","Gdi2","Btc","Pkp4","Foxj1","Dnajc8","Ccdc163","Atp2a2"
"223","Arhgef9","Fam21","Chchd2","Cers4","St13","Ddx42","Cbx5","Htra1","Cyb5a","Dnajc21","Dhx36","Atp11b","Cpe","Crtac1","Cdc42ep3","Cnp","Cited2","Cacnb4","Cenpt","Cldn5","Cdk5r1","Caskin2","Cd14","Ccdc59","Ctage5","Cox8a","Akap13","Ccdc34","Camk2b","Cbln1","Chgb","Cpne4","Cck","Dbpht2","Cbx8","Chd7","Cxcl12","Fscn1","Celf4","Dbp","Cox4i1","Apobec3","Csf1r","Crip1","Fth1","Ddn","Csad","Son","Marcks","Psma7","B4galt4","Dqx1","Cadps2","Cd93","BC005561","Ccnl1","Pgls","Cast","Cnp","Flrt2","Bsg","Egr1","Ascl1","Car4","Col23a1","Cckbr","Cep290","C1qtnf4","C1ql3","Cmip","Cpsf2","Col8a1","Hlf","Cryzl1","Fxr1","Crmp1","Mthfsd","Chd2","Dmd","Fn1","Anks1b","Dnajc8","Cdca8","Ccser2","Cdk5rap2","Creg2","Ddx3x","Cdk11b","Eif3a","Lrp1","Atxn3","Basp1","Ccdc39","Caly","Cacng4","Ccnd1","Actn4","Thra","Luc7l3","Camk2a","Csdc2","Ccdc47","Ptprs","Cluap1",NA,"Hook3","Atad5","Pcm1","Brwd1","Cdh11","Glul","Atp10a","Dock3","Chrm3","Camkv","Camsap2","Chmp3","Ift20","Gfm1","C130074G19Rik","Pla2g7","Foxp1","Dnm1l","Ccdc174","Atp2b1"
"224","Arid1b","Fam213a","Chd2","Cetn2","Stab1","Degs1","Cc2d1b","Id2","Cyb5b","Dnajc3","Diap2","Atp13a5","Cplx2","Cryab","Cdc5l","Cntln","Ckb","Cacng2","Cep135","Clip1","Cdk5rap2","Casp8ap2","Cd163","Ccdc66","Ctcf","Cp","Akap9","Ccdc55","Camk2d","Cbln2","Chl1","Cpne5","Cckbr","Dbt","Ccar1","Chgb","Cxxc5","Fth1","Cend1","Dcdc2a","Cox6a1","Apobr","Cspp1","Crip2","Fxyd1","Ddx24","Csgalnact1","Sparcl1","Mat2a","Ptgds","B4galt6","Drd5","Calb1","Cdc14b","Bace1","Ccp110","Pgrmc2","Cav1","Cnpy2","Flt1","Btbd16","Ehd4","Ash1l","Car8","Col25a1","Ccnd1","Cep295","C1qtnf7","C1qtnf4","Cml1","Crebbp","Commd6","Hpgds","Csmd1","Fxyd1","Crtac1","Mycbp2","Chd3","Dmp1","Foxc1","Anln","Dnali1","Cdh2","Cd180","Cdkn1c","Cryab","Ddx46","Cdk19","Eif4e3","Lum","Atxn7","Baz1a","Ccdc47","Camk1d","Cacybp","Cct6a","Acvr1c","Tm2d2","Ly6a","Camk2b","Csmd2","Ccdc50","Ptprz1","Cmip",NA,"Hp1bp3","Ate1","Pcp4","Bsg","Cdk11b","Gm10800","Atp11c","Dpp6","Chst1","Camta1","Camta1","Chmp4b","Igf2","Gfm2","C77370","Plekhb1","Fth1","Dnttip2","Ccdc186","Atp2b4"
"225","Arid2","Fam73a","Chd4","Cfap36","Stmn2","Dek","Cc2d2a","Id3","Cyb5r3","Dnajc8","Dirc2","Atp1a1","Cplx3","Csf1r","Cdh13","Cntn1","Ckmt1","Cacng4","Cep164","Clmn","Cdkl5","Cav1","Cd164","Ccdc88a","Ctnna1","Cpe","Akip1","Ccdc66","Camk2n1","Ccar1","Chn1","Cpsf2","Ccnd1","Dclk1","Ccdc114","Chn1","Cyfip2","Fut9","Cenpc1","Dcn","Cox6b1","Apoc1","Csrp1","Cryab","G0s2","Ddx3y","Cst3","Spred1","Mbp","Ptn","B930095G15Rik","Dscam","Calb2","Cdc42bpa","Bag1","Ccz1","Pigyl","Cbx1","Cntln","Fmod","Bzw2","Eif2b4","Asic4","Cartpt","Cox4i1","Ccnd2","Cep350","C2cd4b","C4b","Cmtm3","Crip1","Cox14","Hsp90aa1","Cspg5","Fxyd7","Cryab","Mysm1","Chd4","Dnajc1","Fstl1","Ano1","Dnttip2","Cdk1","Cd47","Cebpg","Csnk1a1","Dek","Cdk5r1","Eif4g3","Lyar","Atxn7l3b","Baz1b","Ccdc59","Camk2a","Cadm1","Cct8","Acy3","Tmem151b","Ly6c1","Camk2d","Csmd3","Ccdc59","Qk","Cmtm8",NA,"Hpgds","Atf2","Pcsk1n","Btg2","Cdk12","Gm20721","Atp13a4","Dst","Cit","Canx","Canx","Chmp5","Igfbp2","Gjb1","Cab39l","Plp1","Gabarap","Dolk","Ccdc34","Atp5j"
"226","Arid4a","Fam92a","Chd5","Cfdp1","Swt1","Desi1","Ccar1","Id4","D15Ertd621e","Dnttip2","Dlc1","Atp1a2","Cpne4","Cspp1","Cdh4","Cntnap2","Clip1","Cadm1","Cep290","Clpx","Cdkn1c","Cav2","Cd180","Ccl12","Ctsb","Cped1","Akna","Ccdc80","Camk4","Ccdc112","Chn2","Crebrf","Ccnd2","Ddx24","Ccdc122","Chn2","Cyp2j6","Fyb","Cenpj","Dda1","Cox6c","Apod","Cst3","Csf1r","Gadd45b","Ddx46","Cstb","Srrm2","Mdk","Ptp4a2","BC005561","Dst","Calcrl","Cdc42ep3","Baiap2","Cd2ap","Pik3c2g","Ccar1","Cntn2","Fmr1","C1qa","Eif2s2","Aspa","Cask","Cox5a","Cd200","Cep57","C77370","C77370","Cmya5","Crip2","Cox6a1","Hsp90ab1","Cspp1","Fyttd1","Crym","Myt1l","Chd6","Dnajc21","Fth1","Ano6","Dph3","Cdk11b","Cd59a","Cebpz","Cspg4","Denr","Cdkn1a","Eif5b","Lyz2","Auts2","Baz2b","Ccdc66","Camk2b","Cadm2","Cd200","Adam17","Tmem265","Lypla2","Camk2n1","Csnk1e","Ccdc66","RP23-102H7.9","Cmya5",NA,"Hsp90aa1","Atf6","Pdcd4","Bvht","Cdk15","Gm37376","Atp13a5","Dync2h1","Ckb","Car10","Car2","Chpt1","Igfbp5","Glg1","Cacna2d1","Pnn","Gabrr1","Dst","Ccdc47","Atpif1"
"227","Arid4b","Fbxo6","Chd6","Cfl1","Tagln3","Dhx15","Ccdc124","Ifi27","Dad1","Dopey1","Dmd","Atp1a3","Cpne5","Cst3","Cdk11b","Cntrl","Clmn","Cadm2","Cep350","Clu","Cebpz","Cbx1","Cd209a","Ccnd1","Ctsd","Cplx2","Akr1b10","Ccdc88a","Camkk2","Ccdc136","Chrm3","Crh","Ccng1","Ddx3x","Ccdc127","Chpt1","D17H6S53E","Fyco1","Cep112","Ddit4l","Cox7a2","Apoe","Cstb","Cspp1","Gatm","Dek","Ctdnep1","Sulf2","Meg3","Ptpn11","BC028528","Dynll2","Cald1","Cdca8","Banp","Cd38","Pkn2","Ccdc112","Col14a1","Foxc1","C1qb","Eif3a","Aspg","Casp8ap2","Cox6a1","Cd44","Cep83","Cachd1","Cabp1","Cnot4","Crot","Cox6b1","Hsp90b1","Cst3","Gabra1","Csf1r","N6amt1","Chga","Dnajc3","Fzd2","Anp32a","Dpm3","Cdk12","Cd63","Celf2","Cspg5","Dgkb","Cdkn1b","Elf1","Maf","Azi2","Bbx","Ccdc85a","Camk2d","Cadps2","Cd47","Adamts1","Tmem30a","Mag","Camk2n2","Csrp1","Ccdc88a","RP24-511F2.1","Cnot4",NA,"Hsp90ab1","Atf7ip","Pdlim2","C130074G19Rik","Cdkn1a","Gm4944","Atp1a2","Dynll2","Cldn11","Car2","Car4","Cisd1","Igfbp6","Glul","Cacnb4","Ppap2b","Gatm","Dtna","Ccdc59","Atrx"
"228","Arid5b","Fgf1","Chd8","Chchd1","Tceb1","Diap2","Ccdc127","Igfbp5","Daglb","Dpp6","Dnaja2","Atp1b1","Cpne7","Ctdspl","Cdk14","Cox14","Clmp","Cadps2","Cep83","Cmip","Celf1","Cbx5","Cd209b","Ccnd2","Ctss","Cpq","Akr1c14","Cck","Camta1","Ccdc176","Chst1","Crhbp","Ccr10","Ddx46","Ccdc141","Chst1","Dab1","Fyttd1","Cep164","Ddx3x","Cox7b","Apold1","Ctage5","Cst3","Gbe1","Dennd6b","Ctps","Sv2a","Mertk","Ptprd","BC051019","Dynlt3","Calm1","Cdh13","Basp1","Cd59a","Plp1","Ccdc127","Col1a2","Foxp1","C1qc","Eif5b","Aspm","Cast","Cox6b1","Cd47","Cfap36","Cacna1a","Cachd1","Cnp","Cryab","Cox6c","Hspa5","Ctcf","Gadd45g","Csnk1a1","Nap1l5","Chgb","Dnajc8","Gaa","Anpep","Dsg2","Cdk14","Cd74","Celf4","Cspp1","Dmd","Cdkn1c","Eng","Malat1","B230216N24Rik","Bcan","Ccdc88a","Camk2n1","Calb1","Cd59a","Adamts10","Tmsb4x","Maged1","Camkv","Cst3","Ccl12","Rab11fip2","Cnp",NA,"Hsp90b1","Atg12","Peli1","C1qa","Cdkn1b","Gmcl1","Atp1a3","Dynlrb1","Cldn5","Car4","Car5a","Cit","Igfbp7","Gm21984","Cacng2","Ppig","Gcc2","Dtymk","Ccdc66","Axl"
"229","Arih1","Fgf12","Chd9","Chchd10","Tceb3","Diap3","Ccdc148","Ik","Dbi","Dpy30","Dnajb1","Atp1b2","Cr1l","Ctla2a","Cdk5r1","Cox17","Clta","Calb1","Cep89","Cml1","Celf2","Cbx6","Cd209f","Ccnl1","Cwc15","Cpxm2","Alas1","Ccl12","Car10","Ccdc186","Cit","Crip1","Ccsap","Ddx52","Ccdc148","Ckb","Dbi","Gabra1","Cep290","Ddx6","Cox8a","App","Ctcf","Ctage5","Gja4","Deptor","Ctr9","Syt11","Mfge8","Pura","Bag1","Ecel1","Calm2","Cdh22","Baz1b","Cd63","Pltp","Ccdc137","Col23a1","Foxp2","C1ql1","Elavl3","Aspn","Cbfa2t3","Cox6c","Cd63","Cfap97","Cacna1e","Cacna1a","Cntln","Cspg4","Cp","Ifi27l2a","Ctnna1","Galnt1","Csnk1e","Nars","Chn1","Dopey1","Gap43","Antxr1","Dusp1","Cdk5r1","Cd81","Cenpj","Csrp2","Dnajc1","Cdkn2b","Epb4.1l2","Map1a","B230354K17Rik","Bcap29","Ccne1","Camk4","Calb2","Cd81","Adamts4","Tnip1","Mal","Camta1","Ctnnd1","Ccm2","Rab26os","Cntln",NA,"Hspa4l","Atg14","Pex26","C1qb","Cdkn1c","Gnal","Atp1b1","Dzip3","Clic4","Cartpt","Card10","Ckb","Igsf8","Gm37376","Cacng4","Prdx1","Ggnbp2","Dync1i2","Ccdc82","B2m"
"230","Arl13b","Fgf13","Chga","Chchd2","Tcf4","Dicer1","Ccdc173","Ilf3","Dbt","Dstn","Dnajc1","Atp2a2","Crh","Ctr9","Cdkl5","Cox4i1","Clu","Calb2","Cers4","Cnksr2","Celf4","Cc2d2a","Cd2ap","Ccser2","Cwc27","Creg1","Alcam","Ccl27a","Car12","Ccdc25","Cited2","Cryab","Cd3eap","Dek","Ccdc173","Cldn11","Dcaf12l1","Gabra2","Cep57","Dek","Cp","Appl2","Ctla2a","Ctcf","Gjb6","Dhx33","Ctsb","Taf4a","Mfhas1","Qdpr","Baiap2","Edil3","Calm3","Cdh4","Baz2b","Cd81","Pnpla8","Ccdc141","Col27a1","Fstl1","C1ql3","Elmo1","Asrgl1","Cbln2","Cox7a2","Cdc42","Cfl1","Cacna1g","Cacna1d","Cntn2","Cspg5","Cpe","Ifit2","Cul1","Gas5","Cspg4","Nbn","Chpt1","Drap1","Gas6","Anxa1","Dync2li1","Cdkn1a","Cd9","Cenpq","Cst3","Dnajc2","Cebpg","Ephx3","Map1b","B2m","Bcas1","Ccne2","Camkk2","Calca","Cdc16","Adamts5","Tpr","Malat1","Car10","Ctr9","Ccp110","Rabl6","Cntn1",NA,"Hspa5","Atg3","Pfdn5","C1qc","Cebpb","Gnas","Atp1b2","Ebf1","Clic5","Casp8ap2","Casp4","Clcn4-2","Il33","Gm4951","Cacybp","Prdx2","Gjc3","Dync2h1","Ccdc88a","B4galt1"
"231","Arl3","Fkbp2","Chgb","Chd2","Tgs1","Dnajb2","Ccdc174","Inpp5d","Dcaf12l1","Dusp3","Dnajc21","Atp2b1","Crim1","Ctss","Cdkn1a","Cox5a","Cmip","Cald1","Cetn2","Cnot4","Cenpe","Ccar1","Cd302","Cd14","Cwf19l2","Crim1","Aldh1a1","Ccnd1","Car2","Ccdc34","Ckb","Cryz","Cdc42bpa","Dgkb","Ccdc174","Cldn5","Dclk1","Gal3st4","Cep83","Deptor","Cpe","Aqp4","Ctps","Ctla2a","Gjc1","Diablo","Ctsl","Taf5l","Mical2","Qk","Baiap3","Eea1","Caln1","Cdh8","Bbip1","Cd9","Ppp1cb","Ccdc173","Col3a1","Fth1","C4b","Enpp2","Atad2","Cbln4","Cox7b","Cdc42bpa","Chchd10","Cacna2d1","Cacna1e","Cntrl","Cspp1","Cplx2","Ifit3","Cxcl10","Gas6","Cspg5","Ncl","Ckap5","Dstn","Gatm","Anxa2","Dynll1","Cdkn1b","Cdadc1","Cep135","Ctcf","Dnajc28","Cebpz","Eprs","Map9","B3galt2","Bcl11b","Ccnh","Camsap1","Cald1","Cdc37","Adamts6","Trim2","Map1a","Car2","Ctsd","Ccser2","Rad18","Cntn2",NA,"Hspa8","Atp1a2","Pigc","Cab39l","Cebpg","Gng11","Atp1b3","Edf1","Clip1","Casz1","Casp8ap2","Cldn11","Il34","Gnao1","Cadm2","Prdx6","Gldc","Dynll2","Ccnd1","B4galt4"
"232","Arl4c","Fkbp3","Chl1","Chd3os","Tm2d2","Dnajc2","Ccdc181","Irak1bp1","Ddit4l","Dynll1","Dnajc3","Atp2b2","Crip1","Cttnbp2","Cdr1","Cox6a1","Cnksr2","Calm1","Cflar","Cnp","Cenpj","Ccdc112","Cd36","Cd200","Cx3cr1","Crip1","Aldh1a2","Ccnd2","Car3","Ccdc39","Cldn11","Csf1r","Cdc42ep3","Dgkg","Ccdc176","Cldnd1","Dct","Gap43","Cers4","Des","Cped1","Arap1","Ctr9","Ctr9","Glul","Dlgap1","Cwc25","Tax1bp1","Mid1ip1","R3hdm1","Bank1","Efna5","Calr","Cdk11b","Bbs4","Cdadc1","Ppp1r12a","Ccdc174","Col4a1","Fut9","C77370","Entpd1","Atf3","Cbx5","Cox8a","Cdc42ep3","Chchd2","Cacna2d2","Cacna1g","Col1a2","Csrp1","Cpne3","Ifitm2","Cxxc5","Gatad2b","Cst3","Ncor1","Ckb","Dusp1","Gcc2","Anxa3","Dynlrb2","Cdkn1c","Cdc27","Cep162","Ctdspl2","Dnajc3","Celf1","Erg","Marcks","BC003331","Bcl2","Ccnl1","Camsap2","Calm1","Cdc42","Adamts9","Trim9","Map1b","Car4","Cxcl12","Cct6a","Ralbp1","Cntrl",NA,"Ifi203","Atp1a3","Pink1","Cacybp","Celf1","Golga4","Atp2a3","Eea1","Clip3","Cbfa2t3","Cast","Cldn5","Inmt","Gnas","Calb2","Prkar1a","Glul","Ednrb","Ccnd2","BC028528"
"233","Arl5b","Fktn","Chm","Chd4","Tm9sf3","Dnajc24","Ccdc186","Itgb8","Ddr1","Dynlt3","Dock1","Atp2b4","Crip2","Cul9","Cebpz","Cox6b1","Cnot4","Calm2","Chchd10","Cntln","Cep250","Ccdc127","Cd37","Cd2ap","Cxcl12","Crispld1","Aldh1l1","Ccne2","Cartpt","Ccdc55","Cldn5","Csmd1","Cdc5l","Dhx36","Ccdc18","Clic4","Ddx46","Gas6","Cetn2","Dgkb","Cplx2","Arap3","Ctsl","Ctsa","Gm13889","Dlk1","Cxxc5","Tceb2","Minos1","Ralbp1","Basp1","Efnb3","Caly","Cdk5r1","Bcan","Cdc40","Ppp1r15a","Ccdc186","Col4a4","Fxyd6","Caap1","Epas1","Atf5","Cbx6","Cpe","Cdc5l","Chd1","Cacnb4","Cacna1h","Commd6","Cst3","Cpox","Ifitm3","Cybrd1","Gbp3","Ctcf","Ndnf","Cldn10","Dusp3","Gja1","Anxa4","Dynlt3","Cebpg","Cdc37l1","Cep19","Cthrc1","Dnajc8","Celf2","Errfi1","Matr3","BC005537","Bclaf1","Ccnt1","Camta1","Calm2","Cdc5l","Adamtsl1","Tspyl5","Map7d1","Car8","Cxxc4","Cct8","Ranbp1","Cotl1",NA,"Ifi27l2a","Atp1b1","Pkp4","Cadm1","Celf4","Golgb1","Atp2b1","Eef1a2","Clmn","Cbln1","Cav1","Clip1","Islr","Gngt2","Cald1","Prnp","Gm10800","Eea1","Ccne2","BC051019"
"234","Arl6ip1","Flnb","Chmp2b","Chgb","Tmsb4x","Dnajc3","Ccdc34","Itih5","Ddx24","Ebf1","Dock10","Atp5b","Crispld1","Cwc22","Celf1","Cox6c","Cnot6l","Calm3","Chchd2","Col1a2","Cep290","Ccdc137","Cd48","Cd59a","Cyb5r3","Crlf1","Aldh1l2","Ccnt2","Casp8ap2","Ccdc66","Clip1","Cspg5","Cdc73","Dhx40","Ccdc181","Clip1","Ddx55","Gbp7","Cetn3","Dhx15","Cpne5","Arhgap17","Ctss","Ctsb","Gnas","Dmd","Cyb5a","Tcf25","Mlc1","Rbm25","Baz1a","Egr1","Camk1d","Cdkl5","Bcar1","Cdc42bpa","Ppp5c","Ccdc25","Colec12","Fzd2","Cab39l","Epb4.1l2","Athl1","Ccar1","Cplx1","Cdh11","Chd2","Cacng2","Cacna1i","Cox4i1","Cstb","Cpq","Ift74","Cyr61","Gcc2","Ctnnb1","Ndrg2","Cldn11","Dync1i2","Gjb2","Anxa5","E230008N13Rik","Cebpz","Cdc42bpa","Cep250","Ctnnd2","Dnmt3a","Celf4","Esf1","Mbd1","BC005561","Bdp1","Ccp110","Canx","Caln1","Cdc73","Adamtsl3","Ttc3","Map7d2","Cartpt","Cxxc5","Cd47","Rars","Cox4i1",NA,"Ifitm3","Atp1b2","Plekhb1","Calcrl","Cenpb","Gpatch1","Atp2b2","Efnb3","Clmp","Cbln2","Cbx1","Clk1","Itga3","Golgb1","Calm1","Prr18","Gm12326","Egfr","Ccnl1","Baiap2"
"235","Arl6ip4","Flot1","Chmp3","Chmp2a","Trem2","Dock1","Ccdc55","Itm2b","Ddx46","Ece1","Dpm3","Atp5c1","Crispld2","Cx3cr1","Celf2","Cox7a2","Cntn4","Caln1","Chd2","Copb1","Cep295","Ccdc18","Cd52","Cd63","Cyr61","Cryab","Aldh2","Cd47","Cbfa2t3","Ccdc88a","Clstn2","Cspp1","Cdk11b","Dkk3","Ccdc186","Clmn","Deb1","Gda","Cfap36","Dkk2","Cpq","Arhgap18","Cttnbp2","Ctsc","Gng11","Dnajc21","Cyfip2","Tmem179","Mobp","Rbm8a","Baz1b","Eif3a","Camk2a","Cdkn1a","Bcas1","Cdc42ep1","Prdm4","Ccdc34","Coro1b","Gaa","Cacna1a","Ercc2","Atox1","Ccdc112","Cplx2","Cdh13","Chd3","Cacng4","Cacna2d1","Cox6a1","Ctcf","Cpxm1","Igf1","Cystm1","Gcsh","Ctr9","Ndufa4","Cldn5","E130311K13Rik","Gjb6","Aoc1","Ebf1","Celf1","Cdc5l","Cep290","Ctr9","Dock10","Cenpj","Eva1b","Mbp","Baalc","Bex1","Ccser2","Capzb","Calr","Cdh13","Adamtsl4","U2surp","Matr3","Casp8ap2","Cyp26b1","Cd63","Rbm25","Cox6a1",NA,"Igf1","Atp1b3","Pllp","Cald1","Cep126","Gpm6b","Atp2b4","Egr1","Clstn1","Cbln4","Cbx5","Clmn","Itih2","Golm1","Calm2","Prrc2c","Gm14964","Eid1","Ccp110","Baiap2l1"
"236","Armc8","Flt1","Chn2","Chn2","Tssc4","Dpysl2","Ccdc59","Itm2c","Ddx5","Edn1","Dram2","Atp5g3","Crtac1","Cxcl12","Celf4","Cox7b","Cntnap2","Calr","Chd3","Cox20","Cep63","Ccdc186","Cd53","Cd68","Cyth3","Csf1r","Aldh4a1","Cd81","Cbln2","Cck","Clu","Csrnp2","Cdk20","Dlgap1","Ccdc25","Clock","Dek","Gja1","Cfap97","Dlc1","Crabp2","Arhgap22","Cwc25","Ctsd","Golga4","Dnm1","Cyp2j6","Tmsb4x","Mog","Rdx","Baz2b","Eif5b","Camk2b","Cebpb","Bccip","Cdc5l","Prpf40a","Ccdc50","Cox20","Gabarapl1","Cacna1e","Ermn","Atp10a","Ccdc141","Cplx3","Cdh9","Chd4","Cadm1","Cacnb4","Cox6c","Ctla2a","Crebrf","Igfbp4","D730003I15Rik","Gda","Ctsd","Ndufs7","Clec14a","Ebf1","Glg1","Aoc3","Edf1","Celf2","Cdk11b","Cep350","Ctsb","Dst","Cep135","Fam168a","Mdk","Bach1","Bex2","Cct6a","Car10","Caly","Cdh4","Adap2","Ubb","Mbp","Casz1","Cyth1","Cd81","Rbm39","Cox6b1",NA,"Igfbp2","Atp2b1","Plp1","Calm1","Cep170","Gpr17","Atp5j","Ehmt1","Cmip","Ccar1","Ccar1","Clstn1","Itih5","Gpm6b","Calr","Psip1","Gm15415","Eif2s2","Ccser2","Baiap3"
"237","Armcx1","Fmn2","Chrm2","Chst1","Ttc3","Dpysl3","Ccdc65","Itsn2","Dek","Edn3","Drap1","Atp5o","Cryab","Cxcl14","Celf5","Cox8a","Col11a1","Camk1d","Chd4","Cox4i1","Cep83","Ccdc23","Cd63","Cd81","Daam1","Cst3","Aldh6a1","Cdc42","Cbx5","Ccnd1","Cluap1","Cst3","Cdk5r1","Dmd","Ccdc34","Clu","Desi2","Glg1","Cfdp1","Dlgap1","Creb3l2","Arhgap24","Cwc27","Ctsl","Golgb1","Dos","D15Ertd621e","Tnr","Mphosph8","Rgs5","Bcam","Elavl2","Camk2d","Cebpz","Bcl11b","Cdc73","Prrc2c","Ccdc55","Cox4i2","Gadd45b","Cacna2d2","Erp29","Atp13a4","Ccdc186","Cpne4","Cdk12","Chd5","Cadm2","Cacng2","Cox7b2","Ctps","Creg2","Igfbp7","Dag1","Gdpd1","Ctsh","Nedd4","Clic5","Ece1","Gltscr2","Aox1","Ednrb","Celf4","Cdk19","Cep57","Ctsl","Dusp1","Cep290","Fam204a","Meg3","Bach2","Bfar","Cct8","Car2","Camk1d","Cdk11b","Adap2os","Ube2ql1","Mdh1","Cbfa2t3","Dad1","Cd9","Rfc1","Cox6c",NA,"Igfbp4","Atp2b2","Pnn","Calm2","Cep295","Gpr37l1","Atpif1","Eif2s2","Cmtm5","Ccdc112","Ccdc112","Clta","Itm2c","Gpr34","Camk2b","Ptgds","Gm15587","Eif3a","Cct3","Bank1"
"238","Armcx5","Frmpd3","Chst1","Cited2","Tyrobp","Dscam","Ccdc66","Kat8","Dgat2","Eea1","Dst","Atp6v1a","Csf1r","Cxxc4","Celsr2","Cpe","Coro2a","Camk2a","Chd5","Cox6b1","Cfap36","Ccdc34","Cd68","Cd86","Dbp","Cstb","Aldh9a1","Cdc42bpa","Cbx6","Ccnd2","Cmip","Ctnnd2","Cdkn1a","Dnajc1","Ccdc47","Cmc1","Dhx36","Glul","Cfh","Dmd","Crebbp","Arhgap27os1","Cwf19l2","Ctss","Gpm6b","Dscam","D430041D05Rik","Top1","Mt1","Rhog","Bcan","Elavl3","Camk2n1","Celf1","Bclaf1","Cdh19","Ptgds","Ccdc57","Cox6c","Gatm","Cacnb4","Esf1","Atp13a5","Ccdc39","Cpne7","Cdk14","Chd6","Calb1","Cacng4","Cox8a","Ctsl","Crip1","Igkc","Dbi","Ggh","Ctss","Nefl","Clint1","Ecm2","Glul","Aox3","Eea1","Cenpa","Cdk5r1","Cep57l1","Ctss","Dusp6","Cep63","Fbxl22","Meis2","Bag1","Bicd1","Cd302","Car4","Camk2a","Cdk14","Adarb2","Ubxn4","Mef2a","Cbll1","Dao","Cdc123","Rif1","Cox7b",NA,"Igfbp7","Atp5c1","Ppap2b","Calr","Cep350","Gps2","Atrx","Eif3a","Cmtm8","Ccdc141","Ccdc127","Cmtm5","Jak1","Gprc5b","Camk2n1","Ptn","Gm1673","Eif4g1","Cd200","Basp1"
